hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,lead_time_category,guest_type,estimated_revenue
City Hotel,0,13,2017,July,31,30,2,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,204.5,0,1,Check-Out,03/08/2017,8-30 days,Group,818.0
City Hotel,1,18,2017,May,22,30,0,3,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,159.0,,0,Transient,120.7,0,0,Canceled,19/05/2017,8-30 days,Group,362.1
City Hotel,0,21,2016,November,46,10,0,1,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,123.2,0,1,Check-Out,11/11/2016,8-30 days,Solo,123.2
City Hotel,1,157,2016,August,35,25,2,5,2,0.0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.75,0,0,Canceled,21/03/2016,90+ days,Couple,565.25
City Hotel,1,223,2017,August,34,21,1,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,0,Canceled,10/01/2017,90+ days,Couple,783.0
City Hotel,1,322,2016,December,50,9,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,52.0,0,0,Canceled,15/03/2016,90+ days,Couple,104.0
Resort Hotel,0,47,2016,October,43,18,0,1,2,0.0,0,HB,RUS,Groups,TA/TO,0,0,0,A,A,0,No Deposit,368.0,,0,Transient-Party,72.0,0,0,Check-Out,19/10/2016,31-90 days,Couple,72.0
Resort Hotel,1,49,2016,September,40,25,1,0,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,112.0,0,1,Canceled,02/09/2016,31-90 days,Couple,112.0
City Hotel,0,44,2017,January,1,1,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,65.0,0,0,Check-Out,03/01/2017,31-90 days,Couple,130.0
Resort Hotel,1,96,2015,July,29,14,2,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,96.9,0,1,Canceled,11/04/2015,90+ days,Couple,872.1
City Hotel,0,5,2016,June,25,14,0,1,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,84.0,0,0,Check-Out,15/06/2016,0-7 days,Solo,84.0
City Hotel,0,85,2016,October,41,6,1,3,1,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,75.0,0,0,Check-Out,10/10/2016,31-90 days,Solo,300.0
City Hotel,0,36,2017,April,15,15,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.0,0,2,Check-Out,18/04/2017,31-90 days,Couple,360.0
City Hotel,0,116,2016,November,45,3,1,3,2,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,0,1,Check-Out,07/11/2016,90+ days,Couple,360.0
Resort Hotel,0,0,2015,November,47,18,0,1,1,0.0,0,HB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,54.0,0,0,Check-Out,19/11/2015,,Solo,54.0
Resort Hotel,0,264,2017,August,34,26,4,10,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,71.0,,0,Transient,89.79,0,0,Check-Out,09/09/2017,90+ days,Couple,1257.0600000000002
Resort Hotel,0,0,2015,November,48,26,0,1,1,0.0,0,BB,,Direct,Direct,0,0,1,A,E,0,No Deposit,,,0,Transient,38.0,0,0,Check-Out,27/11/2015,,Solo,38.0
Resort Hotel,0,231,2016,October,41,8,2,5,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,D,D,0,No Deposit,273.0,,0,Transient-Party,71.36,0,0,Check-Out,15/10/2016,90+ days,Couple,499.52
Resort Hotel,1,33,2015,October,43,19,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,56.0,0,2,Canceled,09/10/2015,31-90 days,Couple,280.0
Resort Hotel,0,31,2016,November,47,19,2,5,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,177.0,,0,Transient,52.4,0,0,Check-Out,26/11/2016,31-90 days,Couple,366.8
City Hotel,0,43,2016,June,25,18,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7.0,,0,Transient,109.49,0,1,Check-Out,19/06/2016,31-90 days,Couple,109.49
Resort Hotel,0,3,2017,June,23,9,0,2,2,2.0,0,BB,ROU,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,182.0,1,0,Check-Out,11/06/2017,0-7 days,Family,364.0
Resort Hotel,1,136,2016,November,47,14,3,7,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,0,Canceled,01/07/2016,90+ days,Solo,378.0
City Hotel,0,178,2016,July,30,20,0,2,2,3.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,221.0,0,2,Check-Out,22/07/2016,90+ days,Family,442.0
City Hotel,1,128,2017,April,16,16,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,09/12/2016,90+ days,Couple,300.0
City Hotel,0,34,2017,August,35,27,1,0,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,1,Check-Out,28/08/2017,31-90 days,Couple,89.0
Resort Hotel,0,3,2016,December,49,2,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,58.0,0,0,Check-Out,03/12/2016,0-7 days,Couple,58.0
City Hotel,0,0,2016,April,16,13,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,7.0,,0,Transient,80.39,0,0,Check-Out,15/04/2016,,Couple,160.78
City Hotel,0,316,2016,May,22,26,0,3,2,0.0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,110.0,0,0,Check-Out,29/05/2016,90+ days,Couple,330.0
City Hotel,1,364,2015,October,42,16,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,06/07/2015,90+ days,Couple,203.0
City Hotel,0,145,2017,April,17,25,0,4,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,99.0,0,0,Check-Out,29/04/2017,90+ days,Couple,396.0
Resort Hotel,0,124,2016,August,34,16,2,10,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,36.0,,0,Transient,143.28,0,0,Check-Out,28/08/2016,90+ days,Couple,1719.3600000000001
Resort Hotel,0,80,2016,December,49,2,0,2,1,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,3,No Deposit,253.0,,0,Transient-Party,44.8,0,0,Check-Out,04/12/2016,31-90 days,Solo,89.6
City Hotel,0,23,2015,October,41,8,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,7.0,,0,Transient,0.0,0,1,Check-Out,08/10/2015,8-30 days,Couple,0.0
City Hotel,0,30,2017,June,23,5,1,4,3,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,194.0,0,1,Check-Out,10/06/2017,8-30 days,Group,970.0
City Hotel,0,0,2015,December,50,7,1,0,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,08/12/2015,,Couple,0.0
City Hotel,0,85,2016,July,29,13,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7.0,,0,Transient,91.48,0,1,Check-Out,18/07/2016,31-90 days,Couple,457.40000000000003
Resort Hotel,0,250,2016,June,25,15,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,314.0,,0,Transient,59.31,0,1,Check-Out,22/06/2016,90+ days,Couple,415.17
City Hotel,1,26,2016,December,51,16,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.0,0,0,Canceled,25/11/2016,8-30 days,Couple,208.0
City Hotel,0,55,2016,September,36,2,1,2,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,109.8,0,1,Check-Out,05/09/2016,31-90 days,Couple,329.4
City Hotel,1,45,2016,February,8,19,0,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,72.9,0,0,Canceled,24/01/2016,31-90 days,Solo,145.8
City Hotel,0,96,2017,April,15,11,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.0,0,1,Check-Out,14/04/2017,90+ days,Couple,360.0
City Hotel,0,44,2016,June,25,18,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,,0,Transient,96.3,0,0,Check-Out,20/06/2016,31-90 days,Couple,192.6
City Hotel,0,7,2015,September,37,8,0,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,95.0,0,0,Check-Out,11/09/2015,0-7 days,Solo,285.0
City Hotel,0,156,2016,July,27,2,2,1,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.3,0,2,Check-Out,05/07/2016,90+ days,Couple,288.9
Resort Hotel,0,30,2016,March,11,7,1,5,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,65.4,0,0,Check-Out,13/03/2016,8-30 days,Couple,392.40000000000003
Resort Hotel,0,39,2016,December,53,26,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,0,Check-Out,29/12/2016,31-90 days,Couple,180.0
Resort Hotel,0,59,2015,August,36,31,1,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15.0,,0,Transient,105.5,0,2,Check-Out,04/09/2015,31-90 days,Couple,422.0
City Hotel,0,152,2017,February,7,13,1,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,54.71,0,2,Check-Out,18/02/2017,90+ days,Couple,273.55
City Hotel,0,56,2016,September,36,3,2,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,120.38,0,1,Check-Out,07/09/2016,31-90 days,Couple,481.52
City Hotel,0,49,2016,June,23,3,0,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,85.0,,0,Transient,80.75,0,0,Check-Out,05/06/2016,31-90 days,Couple,161.5
Resort Hotel,1,128,2017,August,32,6,2,3,2,0.0,0,BB,GEO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,239.0,0,1,Canceled,01/04/2017,90+ days,Couple,1195.0
Resort Hotel,0,163,2016,July,32,31,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,,0,Transient,102.8,0,0,Check-Out,04/08/2016,90+ days,Couple,411.2
Resort Hotel,1,168,2016,April,18,28,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257.0,,0,Transient,80.0,0,0,Canceled,19/01/2016,90+ days,Couple,320.0
City Hotel,0,5,2016,June,24,8,0,1,1,0.0,0,SC,NZL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,0,1,Check-Out,09/06/2016,0-7 days,Solo,109.0
City Hotel,1,337,2016,June,24,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,21/10/2015,90+ days,Couple,124.0
City Hotel,1,151,2017,May,19,13,2,2,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,95.0,0,0,Canceled,13/12/2016,90+ days,Couple,380.0
Resort Hotel,0,214,2016,August,32,1,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,138.0,0,1,Check-Out,08/08/2016,90+ days,Couple,966.0
City Hotel,1,478,2017,August,32,8,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,04/07/2017,90+ days,Couple,90.0
City Hotel,0,17,2016,September,38,11,2,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,74.1,0,1,Check-Out,13/09/2016,8-30 days,Couple,148.2
City Hotel,1,344,2015,September,39,26,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,30/06/2015,90+ days,Couple,510.0
City Hotel,1,21,2017,January,2,12,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,82.88,0,2,Canceled,23/12/2016,8-30 days,Couple,248.64
Resort Hotel,1,97,2015,August,34,17,1,4,3,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,209.4,0,0,Canceled,13/05/2015,90+ days,Group,1047.0
City Hotel,0,139,2016,July,31,25,1,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,77.03,0,1,Check-Out,28/07/2016,90+ days,Couple,231.09
Resort Hotel,0,192,2017,May,20,18,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,70.4,0,0,Check-Out,01/06/2017,90+ days,Couple,985.6000000000001
Resort Hotel,0,51,2017,August,31,2,2,5,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,235.0,0,2,Check-Out,09/08/2017,31-90 days,Couple,1645.0
City Hotel,0,55,2016,April,15,6,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,104.0,0,0,Check-Out,07/04/2016,31-90 days,Couple,104.0
Resort Hotel,1,203,2017,April,17,25,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,90.0,0,0,Canceled,06/01/2017,90+ days,Couple,180.0
City Hotel,0,139,2017,August,31,5,1,1,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,2,Check-Out,07/08/2017,90+ days,Couple,279.0
City Hotel,1,5,2016,November,46,6,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,151.94,0,0,Canceled,01/11/2016,0-7 days,Solo,607.76
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,04/04/2016,90+ days,Couple,300.0
Resort Hotel,0,146,2015,September,37,10,2,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Contract,66.15,0,0,Check-Out,20/09/2015,90+ days,Couple,661.5
Resort Hotel,0,123,2016,February,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,64.0,0,0,Check-Out,29/02/2016,90+ days,Couple,128.0
City Hotel,1,265,2017,August,31,5,3,6,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,89.1,0,0,Canceled,13/11/2016,90+ days,Couple,801.9
City Hotel,0,87,2016,October,44,23,2,1,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,141.9,0,0,Check-Out,26/10/2016,31-90 days,Group,425.70000000000005
City Hotel,0,396,2017,June,26,25,2,0,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,2,No Deposit,6.0,,0,Transient-Party,95.5,0,1,Check-Out,27/06/2017,90+ days,Solo,191.0
Resort Hotel,1,4,2017,April,17,28,1,2,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,128.0,0,0,Canceled,24/04/2017,0-7 days,Family,384.0
Resort Hotel,1,257,2016,October,42,12,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,76.0,0,0,Canceled,12/02/2016,90+ days,Couple,304.0
City Hotel,1,283,2016,October,43,16,2,0,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0,Canceled,09/02/2016,90+ days,Couple,192.0
Resort Hotel,1,155,2015,October,44,31,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,36.0,0,0,Canceled,26/10/2015,90+ days,Couple,36.0
City Hotel,0,19,2017,February,6,7,0,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,12/02/2017,8-30 days,Couple,375.0
City Hotel,0,98,2017,April,15,14,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,90.1,0,0,Check-Out,17/04/2017,90+ days,Couple,270.29999999999995
City Hotel,1,7,2017,May,18,3,0,1,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,150.0,0,1,Canceled,27/04/2017,0-7 days,Solo,150.0
City Hotel,0,44,2016,January,1,2,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,98.0,0,0,Check-Out,05/01/2016,31-90 days,Couple,294.0
City Hotel,0,86,2016,March,13,26,2,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,95.85,0,1,Check-Out,31/03/2016,31-90 days,Couple,479.25
City Hotel,0,152,2016,August,35,23,2,5,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.87,0,0,Check-Out,30/08/2016,90+ days,Couple,692.09
Resort Hotel,0,199,2016,May,19,2,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,85.0,0,0,Check-Out,04/05/2016,90+ days,Couple,170.0
Resort Hotel,0,13,2016,August,36,29,0,0,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,339.0,,0,Transient-Party,0.0,0,1,Check-Out,29/08/2016,8-30 days,Solo,0.0
Resort Hotel,0,3,2016,February,9,26,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,330.0,,0,Transient-Party,45.0,0,0,Check-Out,27/02/2016,0-7 days,Couple,45.0
City Hotel,0,120,2016,October,42,13,0,3,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,132.3,0,2,Check-Out,16/10/2016,90+ days,Couple,396.90000000000003
City Hotel,0,18,2015,August,34,22,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,75.0,0,1,Check-Out,23/08/2015,8-30 days,Couple,75.0
City Hotel,1,175,2017,May,20,19,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,0,Transient,90.0,0,0,Canceled,25/11/2016,90+ days,Solo,90.0
Resort Hotel,0,245,2017,June,24,12,3,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,436.0,,0,Transient,85.7,0,0,Check-Out,22/06/2017,90+ days,Couple,857.0
City Hotel,0,236,2017,August,33,17,1,3,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,9.0,,0,Transient,193.28,0,2,Check-Out,21/08/2017,90+ days,Couple,773.12
City Hotel,0,24,2017,June,26,26,1,2,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,280.0,0,Transient-Party,100.0,0,0,Check-Out,29/06/2017,8-30 days,Couple,300.0
City Hotel,1,38,2017,January,2,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,,67.0,0,Transient,75.0,0,0,Canceled,07/12/2016,31-90 days,Solo,75.0
City Hotel,1,272,2015,July,29,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Contract,62.0,0,0,Canceled,01/01/2015,90+ days,Couple,124.0
Resort Hotel,1,247,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68.0,,0,Transient,81.0,0,0,Canceled,02/09/2015,90+ days,Couple,243.0
City Hotel,0,148,2016,May,23,29,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,108.16,0,1,Check-Out,02/06/2016,90+ days,Couple,432.64
City Hotel,1,180,2016,August,32,3,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,112.2,0,0,Canceled,20/02/2016,90+ days,Couple,785.4
City Hotel,1,146,2016,October,43,19,1,4,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,2,Canceled,05/10/2016,90+ days,Family,675.0
Resort Hotel,0,7,2017,June,23,7,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,,270.0,0,Transient,75.0,0,0,Check-Out,09/06/2017,0-7 days,Solo,150.0
City Hotel,0,32,2016,July,30,18,1,1,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,39.0,,0,Transient-Party,85.0,0,0,Check-Out,20/07/2016,31-90 days,Solo,170.0
City Hotel,0,68,2017,May,18,4,0,3,3,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,216.0,0,1,Check-Out,07/05/2017,31-90 days,Group,648.0
City Hotel,1,49,2016,April,16,10,2,2,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,112.2,0,0,Canceled,28/02/2016,31-90 days,Solo,448.8
Resort Hotel,0,48,2017,March,12,23,2,5,2,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,464.0,,0,Transient,66.0,0,0,Check-Out,30/03/2017,31-90 days,Couple,462.0
Resort Hotel,1,43,2015,December,53,30,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,E,E,0,No Deposit,240.0,,0,Transient,119.0,0,2,Canceled,23/11/2015,31-90 days,Couple,357.0
Resort Hotel,1,178,2015,September,38,13,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,91.0,0,1,Canceled,10/08/2015,90+ days,Couple,364.0
City Hotel,0,40,2017,February,9,27,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,68.0,0,0,Check-Out,03/03/2017,31-90 days,Couple,272.0
City Hotel,1,280,2016,September,39,19,1,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,35,Transient,100.0,0,0,Canceled,18/01/2016,90+ days,Solo,300.0
City Hotel,1,38,2017,January,2,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,,67.0,0,Transient,75.0,0,0,Canceled,07/12/2016,31-90 days,Solo,75.0
Resort Hotel,0,21,2015,November,48,24,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,38.4,0,2,Check-Out,25/11/2015,8-30 days,Couple,38.4
City Hotel,1,102,2017,March,12,23,1,3,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,100.3,0,1,Canceled,13/12/2016,90+ days,Couple,401.2
City Hotel,0,46,2016,November,45,4,2,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,128.38,0,1,Check-Out,09/11/2016,31-90 days,Couple,641.9
Resort Hotel,1,93,2016,January,2,6,2,6,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,,0,Transient,73.1,0,1,Canceled,12/11/2015,90+ days,Couple,584.8
Resort Hotel,0,66,2016,November,48,24,2,3,2,0.0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,336.0,,0,Transient,49.0,0,0,Check-Out,29/11/2016,31-90 days,Couple,245.0
City Hotel,1,93,2017,June,25,22,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132.0,,0,Transient-Party,99.0,0,0,Canceled,05/06/2017,90+ days,Couple,495.0
City Hotel,1,263,2016,October,43,21,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31.0,,0,Transient,110.0,0,0,Canceled,09/03/2016,90+ days,Couple,220.0
City Hotel,0,1,2017,February,5,1,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,93.0,0,0,Check-Out,02/02/2017,0-7 days,Solo,93.0
City Hotel,0,11,2016,January,4,21,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,1,Check-Out,25/01/2016,8-30 days,Couple,356.0
City Hotel,0,476,2017,July,28,15,2,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,18/07/2017,90+ days,Couple,338.01
